order_date,order_id,region,city,product_category,product,sales_channel,customer_segment,sales_rep,units_sold,unit_price,discount_pct,revenue,profit_margin_pct,profit
2025-04-15,ORD-0236,West,Leiria,Fitness,Yoga Mat,Retail,Enterprise,Carla,12,36.62,0.08,404.28,0.14,56.6
2025-04-15,ORD-0072,West,Aveiro,Travel,Adapter,Online,Consumer,Ines,12,25.81,0.05,294.23,0.26,76.5
2025-04-16,ORD-0180,South,Setúbal,Travel,Suitcase,Partner,Consumer,Diogo,9,151.16,0.05,1292.42,0.26,336.03
2025-04-17,ORD-0146,South,Beja,Electronics,Monitor,Online,Enterprise,Ana,7,296.63,0.08,1910.3,0.24,458.47
2025-04-18,ORD-0170,South,Faro,Fitness,Dumbbells,Online,Consumer,Tiago,9,119.98,0.08,993.43,0.21,208.62
2025-04-18,ORD-0003,South,Setúbal,Fitness,Treadmill,Online,Enterprise,Marta,6,850.39,0.05,4847.22,0.41,1987.36
2025-04-18,ORD-0336,East,Guarda,Fitness,Dumbbells,Retail,Consumer,Tiago,1,121.6,0.12,107.01,0.4,42.8
2025-04-18,ORD-0054,East,Castelo Branco,Travel,Suitcase,Partner,Enterprise,Ana,6,143.36,0.03,834.36,0.35,292.03
2025-04-19,ORD-0002,North,Porto,Electronics,Tablet,Online,Enterprise,Ana,9,672.47,0.03,5870.66,0.33,1937.32
2025-04-19,ORD-0144,North,Braga,Home,Air Purifier,Online,Consumer,Diogo,7,219.88,0.12,1354.46,0.26,352.16
2025-04-20,ORD-0010,Central,Sintra,Fitness,Yoga Mat,Online,Enterprise,Tiago,2,37.02,0.0,74.04,0.17,12.59
2025-04-20,ORD-0340,West,Coimbra,Travel,Noise Cancelling Earbuds,Online,Consumer,Diogo,12,235.84,0.05,2688.58,0.39,1048.55
2025-04-21,ORD-0293,West,Coimbra,Electronics,Headphones,Partner,SMB,Carla,6,191.76,0.03,1116.04,0.2,223.21
2025-04-22,ORD-0231,East,Guarda,Fitness,Smart Watch,Online,SMB,Ines,4,265.2,0.12,933.5,0.3,280.05
2025-04-22,ORD-0151,West,Aveiro,Travel,Noise Cancelling Earbuds,Retail,Consumer,Tiago,12,215.33,0.08,2377.24,0.36,855.81
2025-04-23,ORD-0253,Central,Lisbon,Travel,Suitcase,Partner,Enterprise,Diogo,5,138.87,0.0,694.35,0.22,152.76
2025-04-23,ORD-0068,East,Castelo Branco,Electronics,Monitor,Retail,Consumer,Bruno,7,298.19,0.08,1920.34,0.31,595.31
2025-04-23,ORD-0131,West,Aveiro,Home,Air Purifier,Retail,SMB,Marta,7,216.01,0.05,1436.47,0.14,201.11
2025-04-24,ORD-0109,North,Porto,Fitness,Yoga Mat,Online,Consumer,Ines,10,35.48,0.12,312.22,0.33,103.03
2025-04-24,ORD-0264,North,Porto,Fitness,Treadmill,Retail,Enterprise,Carla,8,860.97,0.0,6887.76,0.15,1033.16
2025-04-24,ORD-0184,East,Évora,Travel,Backpack,Online,Enterprise,Ines,9,91.53,0.12,724.92,0.15,108.74
2025-04-24,ORD-0251,West,Leiria,Electronics,Laptop,Online,SMB,Ana,5,1207.22,0.03,5855.02,0.17,995.35
2025-04-25,ORD-0294,South,Faro,Home,Air Purifier,Retail,SMB,Tiago,1,202.6,0.0,202.6,0.16,32.42
2025-04-25,ORD-0197,North,Braga,Home,Coffee Machine,Retail,Enterprise,Ana,9,164.42,0.08,1361.4,0.21,285.89
2025-04-25,ORD-0138,South,Beja,Home,Air Purifier,Retail,Consumer,Joao,11,226.28,0.1,2240.17,0.26,582.44
2025-04-26,ORD-0288,East,Guarda,Fitness,Treadmill,Online,Consumer,Ines,12,914.88,0.12,9661.13,0.18,1739.0
2025-04-26,ORD-0017,North,Porto,Home,Desk Lamp,Retail,Consumer,Diogo,10,50.66,0.03,491.4,0.33,162.16
2025-04-26,ORD-0061,South,Setúbal,Travel,Adapter,Online,SMB,Joao,3,23.85,0.08,65.83,0.36,23.7
2025-04-26,ORD-0242,East,Castelo Branco,Fitness,Treadmill,Partner,Consumer,Ana,6,843.75,0.12,4455.0,0.36,1603.8
2025-04-27,ORD-0046,South,Setúbal,Fitness,Smart Watch,Partner,Enterprise,Marta,9,276.52,0.08,2289.59,0.34,778.46
2025-04-27,ORD-0353,East,Guarda,Travel,Noise Cancelling Earbuds,Partner,Consumer,Bruno,3,227.97,0.12,601.84,0.41,246.75
2025-04-27,ORD-0085,East,Castelo Branco,Home,Coffee Machine,Online,SMB,Ana,6,159.31,0.12,841.16,0.39,328.05
2025-04-28,ORD-0124,East,Castelo Branco,Travel,Suitcase,Online,SMB,Marta,9,137.67,0.0,1239.03,0.21,260.2
2025-04-28,ORD-0252,Central,Cascais,Travel,Suitcase,Partner,Consumer,Ines,9,140.94,0.05,1205.04,0.35,421.76
2025-04-30,ORD-0092,East,Évora,Home,Desk Lamp,Retail,SMB,Ines,11,56.67,0.08,573.5,0.26,149.11
2025-04-30,ORD-0020,North,Viana do Castelo,Electronics,Laptop,Retail,Enterprise,Joao,2,1140.79,0.03,2213.13,0.28,619.68
2025-04-30,ORD-0161,Central,Lisbon,Electronics,Laptop,Retail,SMB,Tiago,9,1251.68,0.08,10363.91,0.37,3834.65
2025-05-01,ORD-0143,West,Aveiro,Electronics,Laptop,Online,SMB,Diogo,3,1284.52,0.1,3468.2,0.3,1040.46
2025-05-02,ORD-0321,North,Porto,Fitness,Smart Watch,Online,Enterprise,Marta,1,276.21,0.08,254.11,0.22,55.9
2025-05-02,ORD-0044,Central,Lisbon,Travel,Noise Cancelling Earbuds,Partner,Enterprise,Diogo,12,215.92,0.12,2280.12,0.24,547.23
2025-05-02,ORD-0047,West,Coimbra,Home,Air Purifier,Partner,SMB,Diogo,5,195.8,0.08,900.68,0.21,189.14
2025-05-02,ORD-0327,Central,Cascais,Fitness,Dumbbells,Online,SMB,Bruno,5,117.82,0.0,589.1,0.17,100.15
2025-05-02,ORD-0130,Central,Lisbon,Electronics,Headphones,Online,SMB,Bruno,9,170.57,0.12,1350.91,0.19,256.67
2025-05-03,ORD-0211,South,Beja,Home,Coffee Machine,Online,Enterprise,Joao,5,159.14,0.08,732.04,0.31,226.93
2025-05-05,ORD-0119,Central,Sintra,Travel,Adapter,Online,Enterprise,Bruno,6,23.44,0.08,129.39,0.32,41.4
2025-05-05,ORD-0303,East,Castelo Branco,Fitness,Yoga Mat,Partner,Enterprise,Carla,7,36.31,0.05,241.46,0.21,50.71
2025-05-06,ORD-0177,Central,Sintra,Travel,Suitcase,Retail,SMB,Bruno,7,135.69,0.1,854.85,0.39,333.39
2025-05-06,ORD-0284,North,Porto,Fitness,Treadmill,Online,Consumer,Marta,12,894.02,0.05,10191.83,0.34,3465.22
2025-05-06,ORD-0343,East,Castelo Branco,Home,Coffee Machine,Online,Consumer,Diogo,12,152.61,0.03,1776.38,0.13,230.93
2025-05-07,ORD-0101,North,Porto,Home,Office Chair,Retail,SMB,Joao,11,288.8,0.12,2795.58,0.28,782.76
2025-05-08,ORD-0221,West,Aveiro,Fitness,Treadmill,Partner,Consumer,Diogo,4,955.81,0.12,3364.45,0.26,874.76
2025-05-08,ORD-0305,South,Setúbal,Electronics,Tablet,Retail,SMB,Carla,11,683.45,0.0,7517.95,0.32,2405.74
2025-05-09,ORD-0122,Central,Cascais,Fitness,Treadmill,Retail,Enterprise,Ana,7,894.2,0.0,6259.4,0.14,876.32
2025-05-09,ORD-0165,South,Beja,Home,Office Chair,Partner,Enterprise,Joao,10,294.57,0.0,2945.7,0.13,382.94
2025-05-09,ORD-0075,Central,Sintra,Travel,Suitcase,Partner,Consumer,Marta,12,142.32,0.05,1622.45,0.13,210.92
2025-05-09,ORD-0272,West,Coimbra,Travel,Suitcase,Partner,Enterprise,Carla,5,135.74,0.0,678.7,0.27,183.25
2025-05-10,ORD-0344,South,Faro,Fitness,Treadmill,Retail,Enterprise,Ines,9,835.0,0.1,6763.5,0.42,2840.67
2025-05-11,ORD-0175,West,Aveiro,Electronics,Laptop,Online,Consumer,Joao,8,1191.74,0.1,8580.53,0.3,2574.16
2025-05-11,ORD-0248,West,Coimbra,Home,Coffee Machine,Retail,Consumer,Tiago,11,164.95,0.1,1633.0,0.31,506.23
2025-05-12,ORD-0176,South,Setúbal,Fitness,Yoga Mat,Retail,Enterprise,Ines,10,35.04,0.05,332.88,0.27,89.88
2025-05-12,ORD-0256,North,Porto,Travel,Suitcase,Retail,Enterprise,Carla,12,134.39,0.03,1564.3,0.33,516.22
2025-05-13,ORD-0317,Central,Cascais,Home,Desk Lamp,Retail,Consumer,Carla,4,51.71,0.03,200.63,0.25,50.16
2025-05-14,ORD-0070,West,Coimbra,Travel,Adapter,Partner,SMB,Ines,10,23.24,0.1,209.16,0.41,85.76
2025-05-14,ORD-0348,South,Setúbal,Travel,Adapter,Online,Consumer,Tiago,4,26.73,0.12,94.09,0.22,20.7
2025-05-14,ORD-0316,West,Aveiro,Travel,Backpack,Retail,SMB,Bruno,7,87.93,0.12,541.65,0.29,157.08
2025-05-16,ORD-0016,Central,Sintra,Home,Office Chair,Partner,SMB,Marta,11,274.33,0.12,2655.51,0.39,1035.65
2025-05-16,ORD-0297,East,Évora,Home,Office Chair,Online,Consumer,Diogo,5,294.17,0.1,1323.77,0.4,529.51
2025-05-16,ORD-0014,North,Viana do Castelo,Fitness,Smart Watch,Online,Consumer,Joao,5,241.61,0.03,1171.81,0.38,445.29
2025-05-16,ORD-0341,South,Faro,Electronics,Tablet,Online,Enterprise,Joao,5,608.68,0.03,2952.1,0.27,797.07
2025-05-18,ORD-0039,South,Setúbal,Travel,Suitcase,Partner,SMB,Joao,11,144.92,0.0,1594.12,0.21,334.77
2025-05-18,ORD-0037,East,Castelo Branco,Electronics,Monitor,Online,Enterprise,Ines,1,324.94,0.0,324.94,0.22,71.49
2025-05-18,ORD-0196,South,Faro,Fitness,Smart Watch,Online,Enterprise,Diogo,12,259.54,0.1,2803.03,0.39,1093.18
2025-05-19,ORD-0311,East,Évora,Fitness,Dumbbells,Online,Consumer,Ana,7,120.95,0.1,761.99,0.27,205.74
2025-05-20,ORD-0150,West,Coimbra,Electronics,Tablet,Retail,SMB,Ana,11,626.41,0.05,6545.98,0.36,2356.55
2025-05-22,ORD-0111,South,Setúbal,Travel,Backpack,Retail,SMB,Tiago,7,98.49,0.08,634.28,0.21,133.2
2025-05-22,ORD-0029,East,Évora,Electronics,Tablet,Retail,Consumer,Bruno,12,614.17,0.1,6633.04,0.2,1326.61
2025-05-22,ORD-0140,North,Viana do Castelo,Electronics,Monitor,Online,Consumer,Ines,8,301.94,0.1,2173.97,0.25,543.49
2025-05-23,ORD-0208,Central,Lisbon,Travel,Backpack,Retail,Consumer,Joao,11,101.42,0.0,1115.62,0.37,412.78
2025-05-23,ORD-0182,East,Castelo Branco,Fitness,Dumbbells,Partner,Consumer,Tiago,6,117.1,0.08,646.39,0.4,258.56
2025-05-24,ORD-0134,West,Aveiro,Fitness,Yoga Mat,Partner,Enterprise,Bruno,11,34.57,0.12,334.64,0.23,76.97
2025-05-25,ORD-0213,South,Beja,Home,Desk Lamp,Retail,Enterprise,Marta,5,52.33,0.03,253.8,0.19,48.22
2025-05-25,ORD-0315,North,Porto,Electronics,Laptop,Partner,SMB,Marta,10,1210.29,0.03,11739.81,0.37,4343.73
2025-05-26,ORD-0118,Central,Lisbon,Electronics,Tablet,Online,Enterprise,Ana,11,626.3,0.0,6889.3,0.32,2204.58
2025-05-26,ORD-0214,South,Setúbal,Fitness,Dumbbells,Retail,Enterprise,Tiago,8,124.47,0.03,965.89,0.23,222.15
2025-05-27,ORD-0328,South,Faro,Home,Office Chair,Retail,Enterprise,Marta,9,296.34,0.0,2667.06,0.41,1093.49
2025-05-27,ORD-0359,West,Leiria,Travel,Noise Cancelling Earbuds,Retail,Consumer,Tiago,12,203.03,0.12,2144.0,0.24,514.56
2025-05-27,ORD-0334,South,Setúbal,Home,Coffee Machine,Partner,SMB,Ines,3,169.64,0.12,447.85,0.17,76.13
2025-05-27,ORD-0019,Central,Sintra,Home,Coffee Machine,Retail,Consumer,Bruno,2,158.23,0.12,278.48,0.25,69.62
2025-05-27,ORD-0278,North,Porto,Electronics,Laptop,Online,Consumer,Ana,8,1177.53,0.05,8949.23,0.17,1521.37
2025-05-28,ORD-0050,West,Coimbra,Electronics,Monitor,Retail,SMB,Marta,9,332.01,0.12,2629.52,0.36,946.63
2025-05-28,ORD-0308,South,Faro,Travel,Suitcase,Online,SMB,Ana,6,150.12,0.05,855.68,0.14,119.8
2025-05-28,ORD-0277,North,Braga,Travel,Adapter,Online,SMB,Carla,6,24.02,0.03,139.8,0.15,20.97
2025-05-29,ORD-0024,Central,Lisbon,Fitness,Treadmill,Online,Enterprise,Tiago,9,850.67,0.1,6890.43,0.41,2825.08
2025-05-29,ORD-0064,East,Guarda,Fitness,Smart Watch,Partner,Enterprise,Joao,6,258.08,0.12,1362.66,0.21,286.16
2025-05-29,ORD-0285,North,Viana do Castelo,Home,Coffee Machine,Online,Enterprise,Ana,7,171.88,0.12,1058.78,0.19,201.17
2025-05-30,ORD-0099,West,Aveiro,Fitness,Treadmill,Partner,Consumer,Tiago,1,955.33,0.1,859.8,0.29,249.34
2025-05-31,ORD-0102,South,Setúbal,Electronics,Headphones,Partner,SMB,Ines,1,176.27,0.12,155.12,0.25,38.78
2025-05-31,ORD-0185,South,Faro,Electronics,Tablet,Partner,Consumer,Ana,2,632.35,0.08,1163.52,0.26,302.52
2025-05-31,ORD-0066,Central,Cascais,Fitness,Treadmill,Online,SMB,Diogo,6,871.53,0.03,5072.3,0.33,1673.86
2025-05-31,ORD-0240,Central,Lisbon,Fitness,Treadmill,Retail,Consumer,Ines,7,844.71,0.0,5912.97,0.4,2365.19
2025-06-01,ORD-0206,South,Beja,Travel,Noise Cancelling Earbuds,Online,SMB,Marta,9,226.91,0.05,1940.08,0.24,465.62
2025-06-01,ORD-0299,North,Viana do Castelo,Fitness,Yoga Mat,Partner,Consumer,Tiago,9,33.18,0.05,283.69,0.13,36.88
2025-06-01,ORD-0120,West,Aveiro,Fitness,Treadmill,Online,SMB,Ana,1,871.4,0.03,845.26,0.18,152.15
2025-06-01,ORD-0235,Central,Lisbon,Electronics,Headphones,Partner,Consumer,Tiago,5,167.59,0.12,737.4,0.37,272.84
2025-06-02,ORD-0225,West,Coimbra,Electronics,Monitor,Retail,SMB,Diogo,6,342.59,0.1,1849.99,0.25,462.5
2025-06-02,ORD-0229,Central,Sintra,Travel,Suitcase,Retail,SMB,Marta,2,148.99,0.12,262.22,0.39,102.27
2025-06-03,ORD-0237,West,Aveiro,Travel,Noise Cancelling Earbuds,Partner,Consumer,Joao,12,223.3,0.1,2411.64,0.39,940.54
2025-06-03,ORD-0083,Central,Cascais,Home,Desk Lamp,Retail,SMB,Joao,9,57.82,0.05,494.36,0.2,98.87
2025-06-04,ORD-0133,South,Setúbal,Electronics,Tablet,Retail,SMB,Marta,3,671.72,0.1,1813.64,0.15,272.05
2025-06-05,ORD-0310,West,Leiria,Electronics,Laptop,Retail,Consumer,Diogo,7,1210.39,0.12,7456.0,0.4,2982.4
2025-06-06,ORD-0100,South,Beja,Electronics,Headphones,Partner,SMB,Marta,2,166.91,0.03,323.81,0.13,42.1
2025-06-07,ORD-0108,North,Viana do Castelo,Fitness,Smart Watch,Partner,Consumer,Ana,8,256.93,0.08,1891.0,0.15,283.65
2025-06-07,ORD-0217,West,Aveiro,Travel,Suitcase,Online,Enterprise,Marta,1,140.66,0.0,140.66,0.2,28.13
2025-06-08,ORD-0091,South,Setúbal,Home,Office Chair,Retail,Enterprise,Ines,8,287.47,0.05,2184.77,0.39,852.06
2025-06-09,ORD-0137,South,Beja,Travel,Suitcase,Retail,SMB,Diogo,8,135.18,0.1,973.3,0.34,330.92
2025-06-09,ORD-0174,Central,Lisbon,Home,Desk Lamp,Retail,SMB,Joao,9,57.24,0.05,489.4,0.18,88.09
2025-06-11,ORD-0132,East,Castelo Branco,Fitness,Treadmill,Partner,Enterprise,Marta,5,932.22,0.05,4428.05,0.32,1416.98
2025-06-11,ORD-0179,Central,Sintra,Home,Office Chair,Online,Enterprise,Bruno,4,277.36,0.0,1109.44,0.25,277.36
2025-06-11,ORD-0216,South,Faro,Home,Desk Lamp,Online,Enterprise,Tiago,6,56.04,0.0,336.24,0.32,107.6
2025-06-12,ORD-0095,South,Beja,Fitness,Yoga Mat,Partner,Consumer,Ana,5,32.39,0.08,148.99,0.23,34.27
2025-06-12,ORD-0339,North,Porto,Travel,Adapter,Online,Consumer,Carla,8,23.52,0.0,188.16,0.25,47.04
2025-06-12,ORD-0227,South,Beja,Travel,Adapter,Retail,Consumer,Bruno,1,24.78,0.05,23.54,0.35,8.24
2025-06-13,ORD-0001,North,Porto,Fitness,Yoga Mat,Online,Consumer,Bruno,11,37.2,0.12,360.1,0.15,54.02
2025-06-13,ORD-0246,East,Évora,Travel,Noise Cancelling Earbuds,Partner,Consumer,Joao,6,224.13,0.08,1237.2,0.36,445.39
2025-06-13,ORD-0160,South,Setúbal,Home,Desk Lamp,Online,Consumer,Diogo,8,53.78,0.0,430.24,0.29,124.77
2025-06-14,ORD-0330,East,Guarda,Travel,Adapter,Retail,SMB,Diogo,8,25.71,0.05,195.4,0.37,72.3
2025-06-15,ORD-0129,North,Viana do Castelo,Travel,Noise Cancelling Earbuds,Partner,Enterprise,Ana,8,225.34,0.1,1622.45,0.22,356.94
2025-06-16,ORD-0060,East,Évora,Travel,Noise Cancelling Earbuds,Retail,Enterprise,Ines,6,231.64,0.03,1348.14,0.15,202.22
2025-06-16,ORD-0055,North,Porto,Home,Office Chair,Online,Enterprise,Carla,4,278.82,0.03,1081.82,0.15,162.27
2025-06-16,ORD-0157,East,Castelo Branco,Electronics,Laptop,Partner,Consumer,Tiago,9,1279.4,0.08,10593.43,0.16,1694.95
2025-06-17,ORD-0009,West,Coimbra,Travel,Backpack,Retail,Consumer,Diogo,12,95.59,0.1,1032.37,0.34,351.01
2025-06-17,ORD-0042,East,Guarda,Travel,Noise Cancelling Earbuds,Partner,Consumer,Tiago,12,225.59,0.03,2625.87,0.21,551.43
2025-06-17,ORD-0172,West,Coimbra,Electronics,Laptop,Retail,Consumer,Ines,12,1250.66,0.05,14257.52,0.23,3279.23
2025-06-18,ORD-0244,West,Coimbra,Electronics,Tablet,Retail,Enterprise,Marta,7,671.29,0.0,4699.03,0.18,845.83
2025-06-18,ORD-0026,Central,Cascais,Fitness,Dumbbells,Online,Enterprise,Joao,4,118.0,0.05,448.4,0.32,143.49
2025-06-18,ORD-0094,West,Coimbra,Electronics,Laptop,Partner,Enterprise,Tiago,5,1220.56,0.03,5919.72,0.23,1361.54
2025-06-19,ORD-0153,East,Guarda,Travel,Noise Cancelling Earbuds,Online,Enterprise,Tiago,6,203.89,0.08,1125.47,0.38,427.68
2025-06-19,ORD-0345,North,Viana do Castelo,Electronics,Laptop,Partner,Consumer,Marta,8,1127.73,0.08,8300.09,0.2,1660.02
2025-06-19,ORD-0357,West,Leiria,Electronics,Laptop,Partner,Consumer,Tiago,8,1118.37,0.03,8678.55,0.27,2343.21
2025-06-19,ORD-0043,Central,Sintra,Electronics,Tablet,Partner,SMB,Diogo,4,600.54,0.03,2330.1,0.19,442.72
2025-06-21,ORD-0210,Central,Lisbon,Travel,Backpack,Retail,SMB,Ana,4,102.02,0.03,395.84,0.16,63.33
2025-06-22,ORD-0205,East,Castelo Branco,Fitness,Yoga Mat,Partner,Enterprise,Diogo,7,33.74,0.05,224.37,0.29,65.07
2025-06-23,ORD-0356,Central,Cascais,Home,Air Purifier,Partner,Enterprise,Bruno,7,217.62,0.12,1340.54,0.26,348.54
2025-06-24,ORD-0226,Central,Cascais,Travel,Suitcase,Partner,SMB,Diogo,12,130.64,0.0,1567.68,0.17,266.51
2025-06-24,ORD-0195,Central,Lisbon,Travel,Adapter,Online,Enterprise,Bruno,1,26.61,0.1,23.95,0.18,4.31
2025-06-24,ORD-0329,North,Braga,Home,Office Chair,Partner,Consumer,Diogo,5,293.67,0.1,1321.52,0.21,277.52
2025-06-24,ORD-0318,West,Leiria,Home,Air Purifier,Retail,Enterprise,Bruno,2,211.89,0.08,389.88,0.29,113.07
2025-06-24,ORD-0186,South,Faro,Home,Coffee Machine,Partner,SMB,Tiago,11,166.55,0.03,1777.09,0.21,373.19
2025-06-25,ORD-0073,South,Setúbal,Home,Coffee Machine,Online,Enterprise,Diogo,11,170.46,0.03,1818.81,0.37,672.96
2025-06-25,ORD-0267,West,Leiria,Electronics,Laptop,Online,Consumer,Marta,6,1164.38,0.08,6427.38,0.16,1028.38
2025-06-26,ORD-0032,South,Beja,Electronics,Monitor,Partner,Enterprise,Carla,7,296.54,0.03,2013.51,0.23,463.11
2025-06-26,ORD-0178,North,Viana do Castelo,Travel,Adapter,Partner,Enterprise,Diogo,12,25.33,0.0,303.96,0.17,51.67
2025-06-27,ORD-0283,North,Braga,Electronics,Headphones,Partner,Enterprise,Ines,2,180.86,0.03,350.87,0.19,66.67
2025-06-28,ORD-0058,East,Évora,Electronics,Laptop,Retail,Enterprise,Marta,11,1117.24,0.05,11675.16,0.31,3619.3
2025-06-28,ORD-0323,North,Porto,Home,Air Purifier,Partner,SMB,Joao,5,207.2,0.12,911.68,0.31,282.62
2025-06-29,ORD-0346,South,Faro,Electronics,Monitor,Retail,Enterprise,Bruno,11,308.22,0.1,3051.38,0.3,915.41
2025-06-29,ORD-0035,North,Braga,Electronics,Headphones,Online,Consumer,Tiago,6,189.23,0.05,1078.61,0.38,409.87
2025-06-29,ORD-0007,North,Viana do Castelo,Home,Office Chair,Online,SMB,Marta,5,288.43,0.12,1269.09,0.19,241.13
